City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,enewetak,11.3474,162.3373,27.89,78,67,8.57,MH,1684280939
274,mossel bay,-34.1831,22.146,14.96,87,90,5.28,ZA,1684281050
275,shambu,9.5667,37.1,13.58,71,84,0.62,ET,1684281075
276,mahibadhoo,3.7833,72.9667,28.34,77,99,5.4,MV,1684281185
277,urbana,40.1106,-88.2073,23.38,54,0,7.2,US,1684281186
278,sola,-13.8833,167.55,27.62,79,64,8.07,VU,1684281186
279,dwarka,22.2394,68.9678,27.82,82,4,6.35,IN,1684281059
280,touros,-5.1989,-35.4608,25.35,86,56,3.61,BR,1684281186
281,stephenville,32.2207,-98.2023,25.07,54,0,2.57,US,1684281186
282,atar,20.5169,-13.0499,32.26,19,9,3.82,MR,1684281186
283,tual,-5.6667,132.75,27.95,79,48,7.21,ID,1684281187
284,vadso,70.0744,29.7487,9.49,87,96,4.12,NO,1684281187
285,bairnsdale,-37.8333,147.6167,11.14,81,77,1.41,AU,1684281187
286,balaipungut,1.05,101.2833,25.02,95,29,0.94,ID,1684281187
287,minas de marcona,-15.2119,-75.1103,15.24,84,22,4.87,PE,1684281187
288,international falls,48.6011,-93.411,19.52,37,0,4.12,US,1684281187
289,visby,57.6409,18.296,12.12,82,96,6.17,SE,1684281188
290,"laikit, laikit ii (dimembe)",1.4792,124.9735,23.47,94,40,1.54,ID,1684281188
291,laminusa,5.5549,120.9136,28.46,77,99,4.14,PH,1684281188
292,shingu,33.7333,135.9833,25.15,51,0,1.11,JP,1684281188
293,umluj,25.0213,37.2685,26.75,56,90,1.75,SA,1684281188
294,korpilahti,62.0167,25.55,11.3,98,100,3.19,FI,1684281188
295,namibe,-15.1961,12.1522,21.41,69,2,6.72,AO,1684281008
296,egilsstadir,65.2653,-14.3948,4.95,70,0,3.6,IS,1684281059
297,eureka,40.8021,-124.1637,19.55,81,29,2.68,US,1684280980
298,chegdomyn,51.1167,133.0167,10.42,59,75,1.94,RU,1684281189
299,arzgir,45.3728,44.2206,10.3,81,20,4.07,RU,1684281189
300,yima,34.7381,111.8839,23.55,49,1,1.17,CN,1684281189
301,sao jose da coroa grande,-8.8978,-35.1478,25.45,86,66,1.64,BR,1684281189
302,ribeira brava,32.65,-17.0667,19.28,74,36,4.01,PT,1684281190
303,frontera,26.9333,-101.45,24.62,63,83,1.34,MX,1684280950
304,walvis bay,-22.9575,14.5053,13.38,94,0,1.03,NA,1684281190
305,san luis,-33.295,-66.3356,19.15,56,0,3.99,AR,1684281128
306,banjarmasin,-3.3244,114.591,24.08,76,64,1.05,ID,1684281193
307,gizo,-8.103,156.8419,29.01,75,50,2.93,SB,1684281193
308,afaahiti,-17.75,-149.2833,28.93,77,57,2.47,PF,1684281194
309,mount isa,-20.7333,139.5,20.87,30,3,6.69,AU,1684281037
310,alaghsas,17.0187,8.0168,31.8,14,20,3.58,NE,1684281194
311,berezovyy,51.6667,135.7,14.04,46,88,1.34,RU,1684281194
312,thinadhoo,0.5333,72.9333,28.29,77,87,7.51,MV,1684281194
313,chornomors'k,46.305,30.6548,15.38,63,76,4.3,UA,1684281194
314,kaedi,16.1465,-13.5047,31.16,26,93,7.06,MR,1684281195
315,mejit,10.2753,170.8646,27.52,78,88,7.34,MH,1684281036
316,fisterra,42.9049,-9.2629,14.45,65,100,8.85,ES,1684281195
317,dudinka,69.4058,86.1778,-10.78,97,63,1.73,RU,1684280948
318,fauske,67.2588,15.3918,6.54,92,100,2.3,NO,1684281195
319,kapa'a,22.0752,-159.319,26.18,70,100,5.66,US,1684281035
320,floro,61.5996,5.0328,4.98,81,100,8.23,NO,1684281197
321,arraial do cabo,-22.9661,-42.0278,20.98,78,20,3.6,BR,1684281063
322,viqueque,-8.8673,126.3658,26.47,74,65,0.79,TL,1684281197
323,nantucket,41.2835,-70.0995,17.03,88,0,9.26,US,1684281125
324,las lomitas,-24.7096,-60.593,19.72,54,1,3.33,AR,1684281197
325,kirensk,57.7853,108.1119,5.67,58,93,2.66,RU,1684281048
326,juegang,32.3174,121.1855,20.46,78,100,10.45,CN,1684281197
327,sosnovyy bor,59.9,29.1167,11.17,89,91,5.97,RU,1684281198
328,batangafo,7.3008,18.2833,23.56,89,97,0.49,CF,1684281198
329,san juan de miraflores,-12.1629,-76.9635,22.32,79,88,4.69,PE,1684281198
330,hede,33.7681,120.2517,24.61,70,100,6.22,CN,1684281198
331,ta`u,-14.2336,-169.5144,27.54,77,95,6.34,AS,1684281198
332,villiers,-27.0303,28.6006,8.01,74,0,1.55,ZA,1684281198
333,mountain home,43.133,-115.6912,26.71,32,40,4.12,US,1684281199
334,lhasa,29.65,91.1,7.11,78,47,1.57,CN,1684281094
335,dalnerechensk,45.9339,133.7225,13.73,64,100,2.67,RU,1684281199
336,east ballina,-28.8667,153.5833,18.22,76,86,7.69,AU,1684281086
337,la pineda,41.0762,1.1852,17.4,64,37,3.13,ES,1684281199
338,kangding,30.0513,101.9603,11.81,93,100,1.45,CN,1684281200
339,mitu,1.1983,-70.1733,23.56,97,92,0.49,CO,1684281078
340,georgievka,49.3314,81.5761,10.67,55,42,1.48,KZ,1684281200
341,tralee,52.2704,-9.7026,7.36,88,66,0.62,IE,1684280953
342,hami,42.8,93.45,19.04,18,21,3.1,CN,1684281203
343,bulungu,-4.55,18.6,22.04,90,80,0.5,CD,1684281204
344,angaur state,6.906,134.13,28.47,77,98,4.14,PW,1684281204
345,olinda,-8.0089,-34.8553,26.85,78,75,2.57,BR,1684281204
346,upata,8.0086,-62.3989,26.22,84,96,1.72,VE,1684281204
347,akureyri,65.6835,-18.0878,7.96,66,40,5.14,IS,1684281009
348,suva,-18.1416,178.4415,28.71,65,75,5.14,FJ,1684281205
349,vernon,50.2581,-119.2691,30.52,42,15,2.68,CA,1684281205
350,pisco,-13.7,-76.2167,22.03,73,0,7.2,PE,1684281205
351,pandan,14.0453,124.1694,29.06,76,100,2.64,PH,1684281205
352,mildura,-34.2,142.15,8.37,79,0,4.9,AU,1684281206
353,chita,52.0333,113.55,4.94,36,10,1.0,RU,1684281206
354,majie,25.0333,102.6361,13.99,72,0,5.0,CN,1684281206
355,matoury,4.8483,-52.3317,22.98,100,100,0.0,GF,1684280948
356,guia lopes da laguna,-21.4578,-56.1142,16.39,71,0,1.64,BR,1684281206
357,saint-just-en-chaussee,49.505,2.4329,8.94,87,49,2.96,FR,1684281207
358,saint-philippe,-21.3585,55.7679,23.77,79,7,2.9,RE,1684281207
359,hoemul-li,41.4339,129.67,16.93,65,72,1.75,KP,1684281208
360,portarlington,53.1622,-7.1911,9.55,86,80,1.66,IE,1684281208
361,kill devil hills,36.0307,-75.676,23.32,74,0,9.26,US,1684281209
362,saint-flour,45.0833,3.0,3.52,90,62,5.44,FR,1684281209
363,pickering,43.9001,-79.1329,16.58,52,0,8.23,CA,1684281134
364,rengasdengklok,-6.1592,107.2981,26.07,82,20,2.59,ID,1684281209
365,vorgashor,67.5833,63.95,-6.4,87,94,2.32,RU,1684281058
366,nuuk,64.1835,-51.7216,2.34,100,100,5.14,GL,1684281209
367,nadi,-17.8,177.4167,29.0,58,40,3.6,FJ,1684281210
368,conduaga,8.862,117.4893,28.51,77,100,1.75,PH,1684281210
369,harstad,68.799,16.5293,6.56,97,100,3.13,NO,1684281210
370,krasnovishersk,60.4078,57.082,8.97,76,74,0.97,RU,1684281210
371,itanhem,-17.1664,-40.33,21.07,97,24,2.3,BR,1684281213
372,suklayin,15.7574,121.5503,29.97,72,99,1.46,PH,1684281214
373,acajutla,13.5928,-89.8275,28.44,73,98,1.05,SV,1684281214
374,fort wellington,6.4,-57.6,25.77,89,63,4.03,GY,1684281215
375,santiago de cao,-7.9589,-79.2392,24.07,78,72,3.6,PE,1684281215
376,pahrump,36.2083,-115.9839,34.03,18,80,2.68,US,1684280843
377,cabedelo,-6.9811,-34.8339,26.37,84,88,3.44,BR,1684281215
378,kovdor,67.5662,30.4758,10.47,73,100,2.27,RU,1684281096
379,marsh harbour,26.5412,-77.0636,25.02,77,18,3.46,BS,1684281039
380,hluti,-27.2167,31.6167,12.8,86,2,1.93,SZ,1684281215
381,candelaria,13.9311,121.4233,28.73,77,100,1.8,PH,1684281216
382,mahanoro,-19.9,48.8,22.22,92,9,3.23,MG,1684281216
383,borba,-4.3878,-59.5939,24.3,97,100,0.76,BR,1684281217
384,lompoc,34.6391,-120.4579,25.99,82,100,4.47,US,1684281027
385,lefka,35.1106,32.8506,21.79,44,89,0.79,CY,1684281217
386,greenville,35.6127,-77.3663,28.09,65,75,3.6,US,1684280900
387,pedra branca,-5.4542,-39.7172,21.73,81,50,0.96,BR,1684281218
388,paripiranga,-10.6875,-37.8617,21.1,94,99,2.48,BR,1684281218
389,manaure,11.7751,-72.4445,27.59,80,77,4.42,CO,1684281218
390,kyelang,32.5833,77.0333,-4.41,73,19,3.18,IN,1684281218
391,tidjikja,18.5564,-11.4271,31.27,30,98,3.5,MR,1684281218
392,lebu,-37.6167,-73.65,11.94,78,99,6.26,CL,1684281014
393,kerikeri,-35.2268,173.9474,19.39,70,8,0.45,NZ,1684281078
394,wewak,-3.5534,143.6268,25.25,93,100,1.95,PG,1684281219
395,khouribga,32.9333,-6.6,13.15,80,100,2.2,MA,1684281219
396,alta sierra,35.7291,-118.5495,24.33,29,58,5.16,US,1684281219
397,howard springs,-12.497,131.047,26.6,67,66,6.2,AU,1684281019
398,luwuk,-0.9516,122.7875,24.84,95,100,0.58,ID,1684281219
399,san matias,-16.3667,-58.4,20.4,67,0,0.71,BO,1684281219
400,grebenskaya,43.5317,46.3733,11.56,95,98,3.33,RU,1684281219
401,fairbanks,64.8378,-147.7164,20.98,24,75,4.63,US,1684281054
402,nova sintra,14.8667,-24.7167,20.29,76,12,7.76,CV,1684281067
403,flying fish cove,-10.4217,105.6791,25.82,78,100,3.6,CX,1684281099
404,salinopolis,-0.6136,-47.3561,26.87,84,81,4.45,BR,1684280934
405,magadan,59.5667,150.8,6.41,66,98,5.5,RU,1684280862
406,namie,37.4833,141.0,25.4,68,2,0.45,JP,1684281223
407,mingshui,36.7167,117.5,26.45,46,57,4.35,CN,1684281223
408,tsiombe,-25.3,45.4833,17.95,85,2,1.71,MG,1684281056
409,portland,45.5234,-122.6762,30.52,43,75,3.6,US,1684281009
410,brixham,50.3943,-3.5159,11.02,80,7,1.34,GB,1684281224
411,kurayoshi,35.4333,133.8167,22.95,47,0,2.06,JP,1684281224
412,lihue,21.9789,-159.3672,25.77,70,100,5.66,US,1684280716
413,tindouf,27.6711,-8.1474,22.25,46,20,7.2,DZ,1684281085
414,veraval,20.9,70.3667,27.6,82,1,4.7,IN,1684280974
415,puerto baquerizo moreno,-0.9,-89.6,25.5,77,84,4.83,EC,1684281045
416,nikolayevsk-on-amure,53.1406,140.73,9.06,89,100,2.38,RU,1684281225
417,gelemso,8.8167,40.5167,16.88,83,77,2.36,ET,1684281225
418,golbey,48.1976,6.4397,7.0,90,75,3.06,FR,1684281225
419,leiyang,26.4024,112.8591,24.82,87,36,2.62,CN,1684281225
420,tongliao,43.6125,122.2653,16.68,19,100,2.08,CN,1684281226
421,kruisfontein,-34.0033,24.7314,9.94,92,57,4.27,ZA,1684281226
422,zhezqazghan,47.7833,67.7667,14.32,28,75,7.0,KZ,1684281226
423,mahina,-17.5065,-149.489,29.87,66,20,4.12,PF,1684281226
424,tamanrasset,22.785,5.5228,18.95,7,0,1.03,DZ,1684281227
425,sault ste. marie,46.5168,-84.3333,13.16,39,0,8.23,CA,1684281014
426,tawau,4.2498,117.8871,25.07,84,78,1.81,MY,1684281227
427,cidreira,-30.1811,-50.2056,17.85,74,35,2.98,BR,1684281100
428,okhotsk,59.3833,143.3,1.8,96,100,9.72,RU,1684281227
429,kos,36.8933,27.2889,21.69,78,87,3.2,GR,1684281227
430,kurumkan,54.3,110.3,6.94,50,98,0.95,RU,1684281228
431,auki,-8.7676,160.7034,29.74,70,57,0.49,SB,1684281228
432,la rioja,42.25,-2.5,4.88,77,100,1.89,ES,1684281228
433,acapulco de juarez,16.8634,-99.8901,31.9,62,0,4.12,MX,1684281038
434,luderitz,-26.6481,15.1594,13.28,77,0,1.75,NA,1684281064
435,brezina,33.0989,1.2608,20.17,26,90,4.02,DZ,1684281228
436,beloyarskiy,63.7119,66.6722,0.51,77,46,1.67,RU,1684281229
437,mata-utu,-13.2816,-176.1745,27.05,78,99,2.78,WF,1684281229
438,barclayville,4.6797,-8.2339,25.49,90,100,0.4,LR,1684281229
439,al kharijah,25.4514,30.5464,27.46,16,0,3.08,EG,1684281047
440,freetown,8.484,-13.2299,26.86,83,83,2.11,SL,1684281181
441,melfort,52.8667,-104.6177,28.07,20,100,4.12,CA,1684281230
442,hotan,37.0997,79.9269,21.4,16,1,3.8,CN,1684281028
443,barkot,30.8167,78.2,17.19,37,14,2.61,IN,1684281233
444,pizarro,4.9533,-77.366,25.11,90,100,0.33,CO,1684281077
445,pointe michel,15.25,-61.3833,27.16,79,91,5.63,DM,1684281234
446,hammerfest,70.6634,23.6821,7.25,87,75,1.03,NO,1684281234
447,yeppoon,-23.1333,150.7333,21.88,48,0,3.76,AU,1684281234
448,port augusta,-32.5,137.7667,14.77,61,98,1.78,AU,1684281234
449,souillac,-20.5167,57.5167,23.21,88,20,1.54,MU,1684281234
450,kingston,17.997,-76.7936,28.53,79,40,3.09,JM,1684281235
451,christchurch,-43.5333,172.6333,16.38,68,15,2.57,NZ,1684280528
452,tete,-16.1564,33.5867,17.05,93,0,0.0,MZ,1684281240
453,maracas,-13.4411,-40.4308,18.16,92,99,1.84,BR,1684281240
454,harper,4.375,-7.7169,26.21,85,99,1.11,LR,1684281243
455,dakhla,23.6848,-15.958,18.42,87,0,10.03,EH,1684281244
456,new plymouth,-39.0667,174.0833,17.67,100,69,4.37,NZ,1684281244
457,mauganj,24.6833,81.8833,31.12,19,40,0.78,IN,1684281244
458,dompu,-8.5356,118.4622,24.14,82,17,1.12,ID,1684281245
459,port lincoln,-34.7333,135.8667,14.02,60,96,3.78,AU,1684281024
460,porto velho,-8.7619,-63.9039,27.03,78,20,0.0,BR,1684281181
461,hennenman,-27.9765,27.0242,9.1,55,0,1.44,ZA,1684281245
462,kulhudhuffushi,6.6221,73.07,29.06,75,97,5.45,MV,1684281246
463,happy valley-goose bay,53.3168,-60.3315,3.17,81,75,4.63,CA,1684281017
464,zaragoza,41.6561,-0.8773,12.79,54,0,9.26,ES,1684281247
465,alofi,-19.0595,-169.9187,24.94,78,75,3.6,NU,1684281247
466,prince rupert,54.3161,-130.3201,17.05,74,0,5.14,CA,1684281248
467,chernyshevskiy,63.0128,112.4714,0.91,99,73,1.72,RU,1684281248
468,vorkuta,67.5,64.0,-6.32,87,92,1.93,RU,1684281248
469,micheweni,-4.9667,39.8333,25.94,84,45,5.44,TZ,1684281248
470,geraldton,-28.7667,114.6,15.23,51,90,4.12,AU,1684281079
471,sumter,28.7086,-82.0831,29.43,63,57,3.63,US,1684281249
472,sao felix do xingu,-6.6447,-51.995,23.2,99,100,0.77,BR,1684281249
473,magadi,12.9667,77.2333,24.58,47,57,0.73,IN,1684281249
474,kununurra,-15.7667,128.7333,23.99,46,11,3.6,AU,1684281094
475,san sebastian de la gomera,28.0916,-17.1133,21.2,64,0,6.69,ES,1684281098
476,apolinario saravia,-24.4328,-63.9954,20.57,61,41,2.2,AR,1684281250
477,caleta olivia,-46.4393,-67.5281,13.14,40,93,12.11,AR,1684281253
478,nova vicosa,-17.8919,-39.3719,21.4,97,43,0.6,BR,1684280866
479,yanji,42.9075,129.5078,18.57,83,100,0.35,CN,1684281254
480,pijijiapan,15.7011,-93.23,30.63,64,20,1.59,MX,1684280984
481,sakata,38.9167,139.855,20.1,68,0,4.12,JP,1684281254
482,taltal,-25.4,-70.4833,17.52,83,95,0.09,CL,1684281034
483,villa gesell,-37.2639,-56.973,16.7,82,3,5.43,AR,1684281096
484,nizhnyaya poyma,56.1622,97.1933,6.65,86,98,3.37,RU,1684281255
485,wenchang,30.904,118.4887,21.32,89,100,1.53,CN,1684281255
486,lyozna,55.0249,30.7956,9.4,96,94,3.37,BY,1684281255
487,sakakah,29.9697,40.2064,25.76,18,3,4.53,SA,1684281255
488,sosnogorsk,63.6023,53.8817,10.34,80,93,1.53,RU,1684281256
489,lashio,22.9333,97.75,18.93,91,47,0.11,MM,1684281256
490,saint-tropez,43.2693,6.6398,17.12,55,100,3.99,FR,1684281256
491,ratzeburg,53.7,10.7667,9.71,82,100,6.69,DE,1684281256
492,carutapera,-1.195,-46.02,25.15,94,94,2.56,BR,1684281257
493,tenno,39.9,139.9667,17.56,65,30,7.37,JP,1684281257
494,jianshui,23.6363,102.8264,19.81,78,3,2.3,CN,1684281257
495,corinto,37.9407,22.9573,16.05,82,16,4.47,GR,1684281257
496,mili,6.0815,171.735,28.35,78,46,6.32,MH,1684281258
497,dhidhdhoo,6.8833,73.1,29.19,75,100,5.16,MV,1684281258
498,topolobampo,25.6,-109.05,26.93,48,72,5.02,MX,1684281258
499,aur,8.1499,171.1687,27.93,79,92,6.45,MH,1684281259
500,al jawf,29.5,38.75,25.91,15,34,9.68,SA,1684281259
501,tchintabaraden,15.8969,5.7985,32.33,13,36,2.17,NE,1684281260
502,kenora,49.8167,-94.4337,18.54,32,75,2.57,CA,1684281263
503,zhaotong,27.3167,103.7167,15.23,86,60,2.27,CN,1684281264
504,bac lieu,9.285,105.7244,29.12,75,42,3.81,VN,1684281264
505,khanty-mansiysk,61.0042,69.0019,-0.94,80,0,0.0,RU,1684281264
506,aginskoye,51.1,114.53,9.8,33,4,4.69,RU,1684281264
507,campos,-21.75,-41.3,22.03,60,0,4.12,BR,1684281265
508,karungdong,5.8844,121.263,28.85,73,87,1.87,PH,1684281265
509,piti village,13.4626,144.6933,30.73,76,20,6.17,GU,1684281265
510,chirpan,42.2,25.3333,15.8,91,100,4.18,BG,1684281266
511,praia,14.9215,-23.5087,23.3,73,20,6.69,CV,1684281266
512,nalut,30.3333,10.85,18.81,27,0,3.43,LY,1684281267
513,papao,-17.75,-149.55,29.82,72,52,2.65,PF,1684281267
514,galliano,29.4422,-90.2992,31.0,55,0,4.12,US,1684281268
515,ponta delgada,37.7333,-25.6667,18.4,82,20,3.09,PT,1684281268
516,revda,56.801,59.9303,8.6,66,99,2.27,RU,1684281268
517,el alto,-4.2714,-81.2147,25.81,77,45,4.11,PE,1684281268
518,camarinas,43.1311,-9.1817,14.54,68,100,10.29,ES,1684281269
519,jalai nur,49.45,117.7,12.64,25,11,7.36,CN,1684281269
520,saint-pierre,-21.3393,55.4781,24.2,64,0,1.03,RE,1684281269
521,laughlin,35.1678,-114.573,38.84,17,75,5.36,US,1684281269
522,bethanie,-26.4833,17.15,15.05,50,8,1.52,NA,1684281269
523,nizhniy odes,63.6445,54.856,9.94,86,96,1.84,RU,1684281270
524,puerto armuelles,8.2833,-82.8667,29.99,82,99,1.73,PA,1684281273
525,i-n-salah,27.1935,2.4607,25.33,13,1,3.65,DZ,1684281273
526,lerwick,60.1545,-1.1494,6.0,64,94,5.32,GB,1684281018
527,chateaubelair,13.2833,-61.25,26.29,83,75,5.14,VC,1684281274
528,nizhneangarsk,55.7833,109.55,2.71,69,99,0.61,RU,1684281274
529,akaa,61.1667,23.8667,12.18,95,96,3.34,FI,1684281274
530,praia da vitoria,38.7333,-27.0667,20.14,88,75,2.72,PT,1684281009
531,guatire,10.4762,-66.5427,24.05,97,98,0.98,VE,1684281274
532,sao joao da barra,-21.6403,-41.0511,22.05,66,0,8.45,BR,1684281274
533,turtas,58.9417,69.1325,1.23,70,0,1.27,RU,1684281275
534,kuta,-8.7233,115.1723,25.0,83,20,0.51,ID,1684281275
535,filiatra,37.15,21.5833,15.94,83,2,1.82,GR,1684281275
536,merizo village,13.2658,144.6691,30.55,79,70,6.31,GU,1684281275
537,cambridge,43.3601,-80.3127,17.66,54,40,6.17,CA,1684281190
538,hashtpar,37.8008,48.9037,15.6,61,0,2.23,IR,1684281276
539,antonio enes,-16.2325,39.9086,22.05,83,26,2.71,MZ,1684281276
540,khandyga,62.6667,135.6,12.85,41,86,2.81,RU,1684281276
541,windhoek,-22.5594,17.0832,12.11,79,4,2.06,NA,1684281276
542,sinop,41.7711,34.8709,13.31,80,36,3.08,TR,1684281276
543,knyaze-volkonskoye,48.4642,135.4567,14.19,57,49,4.34,RU,1684281277
544,verkhnevilyuysk,63.4453,120.3167,7.01,73,100,1.64,RU,1684281277
545,pokrovsk,48.282,37.1758,10.62,75,59,3.01,UA,1684281277
546,macapa,0.0389,-51.0664,28.99,89,20,2.57,BR,1684281277
547,manicore,-5.8092,-61.3003,23.94,96,100,0.35,BR,1684281277
548,montmagny,48.9734,2.3469,10.55,81,0,3.6,FR,1684281277
549,six-fours-les-plages,43.0938,5.84,16.92,66,89,1.34,FR,1684281278
